text,preview
"
      Elsewhere in Science, 21 March 2014      ",
"
      Are Foreign Guest Workers Preferable to Retraining?      ",
"
      The Third Way: Becoming an Academic Entrepreneur      ","
  
      Increasingly, scientists do not need to sacrifice academic freedom for the opportunity to bring their discoveries to market  
"
How to keep a lab notebook,
Grad student unions dealt blow as proposed new rule says students aren’t ‘employees’,
What do we know about Ph.D. scientists’ career paths?,
Three lessons from industry that I’m taking back to academia,
"
      Elsewhere in Science, 24 January 2014      ",
"
      A Drug on the Market      ",
"
      Adjunctification Blues      ","
  
      As Johns Hopkins University floats a plan to limit the number of grad students and raise their salaries, our columnist envisions an overly adjunctified world.  
"
"
      ""Invest"" in Your Collaboration      ",
"
      Job Application Etiquette      ",
"
      A Different Kind of Discovery      ","
  
      Computational scientist Matthew McGrath has a passion for discovery—of people, places, and cultures  
"
"
      The Courage of Two Scientists      ",
"
      Elsewhere in Science, 17 January 2014      ",
"
      Who Am I?      ",
"
      An American Postdoc Abroad      ","
  
      Edward O’Brien’s experience in England afforded him opportunities he would not have had otherwise, and it helped him land a tenure-track position in the United States.  
"
"
      A Surveyor of Jungles      ",
"
      A New Funding Model for Scientists      ",
"
      Two Funny Things That Happened on the Way to the STEM Skills Shortage      ",
"
      Elsewhere in Science, 10 January 2014      ","
  
      In a weekly feature, we point you toward career-related stories in other Science publications  
"
"
      The Rich Get Richer      ",
"
      Inspiration      ","
  
      To honor the new year and help scientists young and old recharge their batteries, we present a list of our most motivating, empowering, and invigorating articles  
"
"
      Making Scientific Meetings More Woman-Friendly      ",
"
      What Is Keeping Women Out of Leadership Jobs in Academic Medicine?      ",
"
      Changes to NSF's Grant Proposal Guide      ",
"
      Foreign Scientists in India Take Good With Bad      ",
"
      Elsewhere in Science, 3 January 2014      ",
"
      New Year’s Resolutions for Early-Career Scientists      ",
"
      What Difference Does 5 Years Make?      ",
"
      The Year's Best Stories      ",
"
      ""Fishing Is Good""      ",
How to keep a lab notebook,
Grad student unions dealt blow as proposed new rule says students aren’t ‘employees’,
What do we know about Ph.D. scientists’ career paths?,
Three lessons from industry that I’m taking back to academia,
"
      An Academic Cartel?      ",
"
      A Perfect Time for Babies      ","
  
      Jacquiline Romero, who is now a postdoc, says that graduate school is the best time for an aspiring scientist to have a baby  
"
"
      U.S. Science and Engineering Degrees Increase      ",
"
      Elsewhere in Science, 22 November 2013      ",
"
      The Postdoc: A Special Kind of Hell      ","
  
      Being a postdoc, says our Experimental Error columnist, has advantages and disadvantages.  
"
"
      Science Budget Issues Lead to Scientific Exodus      ",
"
      A Career as a College Science Teacher      ",
"
      Science as a Verb      ","
  
      At the moment Maria Fadri-Moskwik decided to become a scientist, she was strapped to a human hamster wheel  
"
"
      Looking to China for scientific careers       ","
  
      Both Chinese scientists and foreign academics are discovering China to be an enticing place to build their scientific careers.  
"
"
      Elsewhere in Science, 15 November 2013      ",
"
      Rising Opportunities in Africa?      ",
"
      How to Work a Meeting      ","
  
      From a networking standpoint, the purpose of a scientific meeting is to accumulate connections and thereby improve your odds of professional success.  
"
"
      Varvara Trachana: Surviving the Science Crisis in Greece      ",
"
      Why I Do Science      ","
  
      The euphoria of discovery and the knowledge that your discoveries may help someone provide sufficient motivation to keep pushing forward  
"
"
      Elsewhere in Science, 8 November 2013      ",
"
      Paper at the Center of Johns Hopkins Drama Retracted      ",
"
      Luca Cardelli: Bridging Industry and Academia       ",
"
      In India, Rising Resources, Realistic Expectations      ",
"
      Big Data Brain Drain      ",
"
      Elsewhere in Science, 1 November 2013      ",
"
      Making sense of our senses      ","
  
      Sensory neuroscientists often focus their research careers around repairing or enhancing how we experience the world around us.  
"
"
      Attention Must Be Paid      ","
  
      As the tenure track shrinks, more and more teaching—including in STEM fields—is done by ""off-track,"" low-paid, contingent faculty.  
"
"
      Maximize Your Chances of Landing a Faculty Job      ",
"
      Science Careers in India      ",
"
      In Evaluating Scientists, Emphasize Quality Over Quantity      ",
How to keep a lab notebook,
Grad student unions dealt blow as proposed new rule says students aren’t ‘employees’,
What do we know about Ph.D. scientists’ career paths?,
Three lessons from industry that I’m taking back to academia,
"
      Person of the Year: Michael S. Teitelbaum      ",
"
      There's No Place Like the Lab for the Holidays      ","
  
      Running out of shopping days? Consider these science-related gifts for the budding little principal investigator on your holiday gift list.  
"
"
      Elsewhere in Science, 20 December 2013      ",
"
      The Master List of ""Don'ts""      ","
  
      Avoid these rookie mistakes and place yourself among the top 20% of applicants for jobs in industry.  
"
"
      Promoting Gender Equality at the European Research Council      ",
"
      Landing a Job Is Not Rocket Science      ",
"
      More Tweets Don’t Add Up to More Citations, Study Finds      ",
"
      Improve Your Productivity in Graduate School      ",
"
      Elsewhere in Science, 13 December 2013      ",
"
      Mind the Gap Year      ",
"
      Filling the Information Gap About Post-Ph.D. Careers      ",
"
      Horizon 2020: What’s in it for Young Scientists?      ",
"
      Rent-a-Scientist Spreading?      ",
"
      What Makes a Competitive Faculty Application Package?      ","
  
      After applying unsuccessfully for nearly 150 faculty jobs, Fatma Kaplan concludes that what she really needs is a federal research grant  
"
"
      Who Would Hire Higgs?      ",
"
      Botswana Opts to Provide Technical Education at Home      ",
"
      The Gift of Good Advice      ",
"
      Elsewhere in Science, 6 December 2013      ",
"
      Celebrating an Educational Innovation in Capital Style      ","
  
      A Washington, D.C. ceremony salutes the expansion of Professional Science Master's degree programs in the United States.  
"
"
      Women Benefit from Project-Based Approach to Learning STEM      ",
"
      Give Science Some Slack      ",
"
      Goal-Setting Strategies for Scientific and Career Success      ","
  
      myIDP helps structure the process of setting and pursuing short-term goals as you move toward the fulfillment of your career aspirations  
"
"
      Elsewhere in Science, 29 November 2013      ",
"
      Becoming a Chartered Scientist       ",
"
      All in a Day's Work      ",
How to keep a lab notebook,
Grad student unions dealt blow as proposed new rule says students aren’t ‘employees’,
What do we know about Ph.D. scientists’ career paths?,
Three lessons from industry that I’m taking back to academia,
"
      In India, Abundant Opportunities      ",
"
      Elsewhere in Science, 25 October 2013      ",
"
      Annual Top Employers Survey: Top firms directed by data, led by scientists      ","
  
      The companies identified in the 2013 Science Careers Top Employers Survey ensure a higher return on those investments by catering to the whims of the scientist brain, which they view as their greatest economic driver.  
"
"
      Putting the Right Spin on NSF Rotators      ",
"
      Searching for Truths (at Booths)      ","
  
      We scientists need to get out there and sell, sell, sell, even though salesmanship isn't in our marshmallows.  
"
"
      Caught Up in Publishing      ","
  
      We need to find new policies and incentives that return science to a hunt for scientific truth and not for publications  
"
"
      How Faculty Mentors Can Help in the Job Search      ",
"
      Internships Boost Postdocs' Skills, Worldliness, and Marketability      ",
"
      Elsewhere in Science, 18 October 2013      ",
"
      Customize a Job-Magnet CV      ","
  
      Like your cover letter, your industry CV should be customized for every job you apply for.  
"
"
      U.S. Shutdown Ends, Scientists Head Back to Work      ",
"
      Finding Nirvana: Paths to Becoming a Physician-Scientist      ",
"
      Elsewhere in Science, 11 October 2013      ",
"
      Three Can't-Miss Science Careers       ",
"
      Shadowboxing      ","
  
      An unorthodox teacher—of German literature—inspired François Mayer to pursue a career in science  
"
"
      Cracking an Employer’s Code      ",
"
      The Abraham Nemeth Equation      ",
"
      Canada’s Postdocs Happy With Research, Dissatisfied With Pay and Status      ",
"
      The Risks and Rewards of Academia      ","
  
      High-achieving Ph.D.-holders base the decision whether to stay in academia on their perception of whether the rewards justify the challenges.  
"
"
      Elsewhere in Science, 4 October 2013      ",
"
      Your Data, Warts and All      ",
"
      What Does Winning a Major Prize Do to Productivity?      ",
"
      Progress on Academic Lab Safety      ","
  
      The University of California system has taken a series of encouraging steps to make its labs safer.  
"
"
      A Graduate Course in Professional Development      ",
"
      The Latest Shutdown Information for NIH- and NSF-Funded Researchers (UPDATE)      ",
How to keep a lab notebook,
Grad student unions dealt blow as proposed new rule says students aren’t ‘employees’,
What do we know about Ph.D. scientists’ career paths?,
Three lessons from industry that I’m taking back to academia,
"
      Commercialization by U.S. Universities Up in 2012      ",
"
      What to Expect From Your Advisers      ",
"
      Career Lessons From Lindau       ","
  
      Three young scientists tell Science Careers how their experiences at the Lindau Nobel Laureate Meeting influenced their research and career  
"
"
      Karolinska Institutet Marches at the Pride Parade      ",
"
      Study Examines Which Faculty Members Retire—and Which Don’t      ",
"
      Elsewhere in Science, 2 August      ",
"
      A Changing Climate of Communication      ",
"
      Postdoc's Alertness Key to ""Groundbreaking"" Advance      ",
"
      The Prescription for a Family-Friendly Profession      ","
  
      The professional lives of pharmacists reveal how a science-based occupation can accommodate mothers.  
"
"
      Yes, I'm That Kind of Doctor      ",
"
      Physics Departments Without Women      ",
"
      Unionization Boosts Pay for Adjunct Faculty      ",
"
      Researcher Charged in Wife's Cyanide Death      ","
  
      Robert Ferrante reportedly bought cyanide days before his neurologist wife was poisoned, but he insists on his innocence.  
"
"
      Jack of One Hyperspecific Trade      ","
  
      Is it really possible to be a student of all sciences? No, it isn't.  
"
"
      Employed (But Not in His Field)      ",
"
      Want to Be a Professor? Choose Math      ",
"
      Not Going Abroad and Not Coming Home      ",
"
      Unprecedented Uncertainty for Young Spanish Scientists      ",
"
      Psych Yourself Up      ","
  
      Positive thinking and mental preparation can improve your performance in a job interview.  
"
"
      Opportunities Come Through People      ","
  
      The goal of networking is to form and strengthen the relationships that are essential to the optimal conduct of science.  
"
"
      In Israel, Immobility Hampers Women's Research Careers      ",
"
      Families Sue University Over 2010 Shootings      ",
"
      The Benefits of a Doubt      ",
"
      Overcoming Health and Disability Challenges      ",
"
      What's God Got to Do With It?      ",
How to keep a lab notebook,
Grad student unions dealt blow as proposed new rule says students aren’t ‘employees’,
What do we know about Ph.D. scientists’ career paths?,
Three lessons from industry that I’m taking back to academia,
"
      The GSS Discovers 10 Percent More U.S. Postdocs      ",
"
      What Will Happen if the Government Shuts Down?      ",
"
      Elsewhere in Science, 27 September 2013      ",
"
      Funding Cuts Ravage Academic Laboratories      ",
"
      Rich Scientist, Poor Scientist      ","
  
      Adam's old grad school lab appears to have fallen victim to the same budget cuts that are killing science around the country.  
"
"
      In Scandinavia, High-Level Women Experience More Stress at Work      ",
"
      Narrowing the Choices: What Career Path is Right for You?      ","
  
      To get the best possible start on your career, do your research, make a decision, and see where it takes you.  
"
"
      Academia's Money Troubles      ",
"
      ""A Complex Social Process""      ",
"
      Elsewhere in Science, 20 September 2013      ",
"
      Should We Ditch Journal Impact Factor?      ",
"
      The Cover Letter: Relic or Still Relevant?      ","
  
      It's true that some employers don't even read cover letters, but you shouldn't miss this opportunity to personalize your application package.  
"
"
      Leadership Tips for Women       ",
"
      Toying With Stereotypes      ",
"
      Excessive Supply, Uncertain Demand      ",
"
      Elsewhere in Science, 13 September 2013      ",
"
      Navigating collaborative grant research      ","
  
      Collaboration pays, so funding agencies are promoting team research. Researchers in multisite, multi-investigator projects may need to adjust their career strategy.  
"
"
      A Wake-Up Call for Postdocs       ","
  
      Two reports exploring the working conditions and career development of research staff and principal investigators  
"
"
      Can I Get a Ph.D. in Collaboration?      ","
  
      Science needs scientists who occupy the spaces between fields, to complement the more abundant disciplinary experts  
"
"
      Go West, Young Scientist—or North, or South, or East       ",
"
      Elsewhere in Science Index      ",
"
      Is it Time to Reconsider Your Career Goals?      ",
"
      Exploring (and Creating) Opportunities      ",
"
      Elsewhere in Science, 6 September 2013      ",
"
      Hello, I Must Be Going      ","
  
      A number of factors beyond visa policy influence whether new Ph.D. researchers stay in the United States.  
"
How to keep a lab notebook,
Grad student unions dealt blow as proposed new rule says students aren’t ‘employees’,
What do we know about Ph.D. scientists’ career paths?,
Three lessons from industry that I’m taking back to academia,
"
      ""The 'S' in STEM is Oversold""      ",
"
      'Impostors' Downshift Career Goals      ","
  
      Grad students with impostor syndrome are more likely than others to abandon research careers. Superstar mentors may make things worse.  
"
"
      Beyond CVs and Impact Factors: An Employer's Manifesto      ",
"
      Elsewhere in Science, 30 August 2013      ",
"
      After the LHC, the Deluge      ",
"
      The Life Scientist Bubble      ","
  
      'It's hard to see how a system in which the innovators are commodified can long survive,' writes a long-term postdoc in the life sciences  
"
"
      The Agony and Ecstasy of Cross-disciplinary Collaboration      ","
  
      Collaborating with peers outside your field can be rewarding and career-boosting—but it can also make you an outsider in your own field.  
"
"
      Motions to Dismiss Charges Against Patrick Harran Rejected by Court      ",
"
      Smart, Young, Female—and Out of Luck?      ",
"
      Elsewhere in Science, 23 August 2013      ",
"
      Postdoc advancement: Marketing your value      ","
  
      Finding opportunities to demonstrate your know-how to potential employers is key for career advancement.  
"
"
      Stop, Collaborate, and Listen: The Challenges of Interdisciplinary Science      ","
  
      The hardest part of interdisciplinary collaborations is collaborating in an interdisciplinary way.  
"
"
      From the Lab Bench to the U.N.      ","
  
      A Ph.D. candidate finds that the peripheral activities she engaged in during her Ph.D. prepared her well for a career in science diplomacy  
"
"
      A Cloudburst of Computing Power      ",
"
      Underemployed In China      ",
"
      Some Projects Take a Career to Yield Data      ",
"
      Elsewhere in Science, 16 August 2013      ",
"
      Your Personal Marketing Plan      ",
"
      Getting the Inside Scoop on Science Careers      ","
  
      An informational interview provides job-seeking scientists with an insider's view of a career path.  
"
"
      State Bans on Benefits for Gay Couples Disadvantage Universities       ",
"
      Border Science      ",
"
      University, Inc.      ",
"
      Elsewhere in Science, 9 August 2013      ",
"
      Note to Self: NEVER Do This      ",
"
      Getting in Shape for Industry Jobs       ",
How to keep a lab notebook,
Grad student unions dealt blow as proposed new rule says students aren’t ‘employees’,
What do we know about Ph.D. scientists’ career paths?,
Three lessons from industry that I’m taking back to academia,
"
      University Scientists Arrested in Chinese Research Bribery Scheme      ",
"
      Lotfi A. Zadeh      ",
"
      Some Dissenting Views on the Immigration Bill      ",
"
      NIH's Pathway to Independence Award Aims Younger      ",
"
      In Defense of Playing Around in the Lab      ","
  
      In science, sometimes, mistakes are not merely good, they're extraordinary.  
"
"
      'Worrisome Trends' for Chemistry Postdocs      ",
"
      Some 'Very Strong Words' on the Senate Immigration Bill      ",
"
      Forging the Way for Other Minority Scientists      ","
  
      A desire to prove to disadvantaged students that they, too, could be successful carried Knatokie Ford through her graduate program at Harvard  
"
"
      An Online Resource for Lab Safety      ","
  
      In 38 videos, the course presents practical information on establishing and sustaining a strong safety culture  
"
"
      Interactive Peer Review       ","
  
      More open methods of peer review offer advantages and disadvantages for both authors and reviewers.  
"
"
      Going Rogue      ","
  
      As a prestigious Princeton fellowship came to an end, Ethan Perlstein decided to strike out on his own.  
"
"
      Voices Loud and Soft      ",
"
      You Can't Judge a Scientist Using Journal Impact Factors      ",
"
      It's Not Always the Best and Brightest (Part 2)      ","
  
      Often, the people who get noticed are the ones who get hired.  
"
"
      The Value of a Ph.D. In an Economic Recession      ",
"
      Grad School Indebtedness Varies by Race, Study Finds      ",
"
      myIDP       ","
  
      myIDP is a free, Web-based career-planning tool that was created to help graduate students and postdocs in the sciences define and pursue their career goals  
"
"
      When All Science Becomes Data Science      ",
"
      Careers in Fast-Forward, Part 2      ",
"
      Suit Brought for Wrongful Death of Lab Worker      ","
  
      The family of Richard Din is suing San Francisco Veterans Affairs Medical Center for failing to adequately enforce infectious-agent safety protocols  
"
"
      Michael Yaffe       ",
"
      Four 'Not Guilty' Pleas Entered for Patrick Harran      ",
"
      NIH Details Impact of Sequestration Cuts      ",
"
      Indre Viskontas      ",
"
      A Prison Sentence for Altering Data      ",
How to keep a lab notebook,
Grad student unions dealt blow as proposed new rule says students aren’t ‘employees’,
What do we know about Ph.D. scientists’ career paths?,
Three lessons from industry that I’m taking back to academia,
"
      How to Succeed in Industry by Really Trying      ","
  
      What Dow Chemical's chief technology officer looks for in new employees may not be what you think.  
"
"
      Johns Hopkins Graduate Science Writing Program to Close      ",
"
      Questioning the Validity of Neuroscience Results      ",
"
      Hal Salzman      ","
  
      Why do industry leaders and policymakers continue to argue that there is a domestic shortage of STEM talent despite numerous reports to the contrary?  
"
"
      Canada to Scrap Points System for High-Skilled Immigration      ",
"
      From Swag to Riches      ","
  
      Our columnist offers tips and strategies to help you, dear reader, walk out of any exhibit hall loaded down with free corporate goods.  
"
"
      Science in Wales      ","
  
      The Welsh government is accelerating its efforts to create a globally competitive science and technology base.  
"
"
      Prize-Winning Researcher Did Her Breakthrough Work at Home      ",
"
      Report on Immigration Policy's Effects on STEM Labor Market      ",
"
      Thomas Schäfer: Launching the Young Academy of Europe       ",
"
      A STEM Labor Market Expert Analyzes the Proposed Immigration Bill      ","
  
      Ron Hira testifies at a Senate Judiciary Committee hearing that the proposed bill falls short of addressing problems with H1-B and other high-skill visa programs  
"
"
      A Turn Toward the Classroom and Home      ",
"
      It's Not Always the Best and Brightest      ","
  
      To get hired, you have to get noticed.  
"
"
      A Downstream Pathway into Teaching       ",
"
      The Immigration Bill and the High-Skill Job Market      ",
"
      Interactive Peer Review: What’s In It for Reviewers?      ","
  
      Scientists taking part in an open peer-review process can get more recognition and an opportunity to weigh in.  
"
"
      Gender Equality in European Research      ",
"
      Campaign Aims to Unionize Boston's Adjunct Faculty      ",
"
      Looking Broadly to Find the Best      ",
"
      Interactive Peer Review: For Authors, Potential Downsides      ","
  
      There are risks and difficulties in interactive peer review.  
"
"
      Opening industry-academic partnerships      ","
  
      Forming collaborations between academia, industry, government agencies, and private organizations can offer benefits to all parties.  
"
"
      Sniffing out Dermatemys      ",
"
      What Sequestration Reveals About Science      ",
"
      Interactive Peer Review: Advantages for Authors      ","
  
      A more interactive peer-review process can help authors build recognition, increase their impact, and win priority for their scientific work.  
"
"
      How Interactive Peer Review Works      ","
  
      Science Careers looks at the pros and cons for young scientists to take part in interactive peer review processes both as authors and reviewers.  
"
How to keep a lab notebook,
Grad student unions dealt blow as proposed new rule says students aren’t ‘employees’,
What do we know about Ph.D. scientists’ career paths?,
Three lessons from industry that I’m taking back to academia,
"
      The Importance of Persistence      ",
"
      Overhauling Translational Training      ",
"
      Lost (and Gained) in Translation      ","
  
      English's status as the world language of science presents challenges and opportunities to native speakers and English learners.  
"
"
      Baring Family Secrets for Science      ",
"
      Leading the Way for Scientists with Disabilities       ",
"
      Silverbacks and Whippersnappers      ","
  
      In his mid-30s prime, our columnist discusses the common traits of younger and older scientists.  
"
"
      Judge Schedules August Hearing for Patrick Harran      ",
"
      Paper Disputing Mismatch Theory Leaves Open Question      ",
"
      A Fresh Start, Back in Brazil, at 85       ",
"
      Stephanie McGuire      ",
"
      Changing Career Advice      ","
  
      As careers in science become more globalized and competitive, advice for job-seekers needs to keep up with the times.  
"
"
      Project to Track Ph.D. Careers      ",
"
      NSF Rewards Grad Students for Innovation Ideas      ",
"
      Creating a Successful Online Presence      ",
"
      Getting to the Interview      ",
"
      Making Evidence-Based Career Decisions      ","
  
      myIDP helps you cut through hearsay and conjecture and base your career choices on solid data and professional experience.  
"
"
      Computer Scientists Get Wet      ",
"
      Defining the Global State of Young Scientists       ","
  
      The Global Young Academy wants to offer a snapshot of the working conditions of young scientists across developed and developing countries  
"
"
      Going Online for Research Funding      ",
"
      Be-Laboring the STEM Immigration Issue      ",
"
      Think globally, act locally      ","
  
      Organizations with a mission to increase diversity in the sciences offer local chapter resources to connect and inspire students and scientists with different backgrounds.  
"
"
      A Research Career in Focus        ",
"
      Study to Examine Academic Lab-Safety Culture      ","
  
      The yearlong study aims to improve campus safety practices.  
"
"
      A Shortcut to Better Grantsmanship      ",
"
      Video Aimed at LGBTQ Youth Takes NASA to New Heights      ",
How to keep a lab notebook,
Grad student unions dealt blow as proposed new rule says students aren’t ‘employees’,
What do we know about Ph.D. scientists’ career paths?,
Three lessons from industry that I’m taking back to academia,
"
      Human Resources Interviews      ","
  
      You may be comfortable talking with scientists, but interviews with Human Resources are a different beast.  
"
"
      A Tragic Tale of Two Postdocs      ",
"
      Q&A: From Philosophy to The Big Bang       ","
  
      Science Careers talks to Eric Kaplan, co-executive producer of the CBS comedy The Big Bang Theory, about his work on the show  
"
"
      A Law (Not) Unto Itself      ",
"
      Plagiarism Suspected in Successful NSF Grant Proposals      ",
"
      'IMPROV'ing My Communication Skills        ",
"
      Should Researchers Have More IRB Discretion?      ",
"
      International Women's Day 2013      ",
"
      Opportunity knocks: But which door should you open?      ","
  
      Game-changing career opportunities for postdocs are everywhere. Hear advice from the experts about how to choose your direction.  
"
"
      Vienna Event Aims to Help Eastern Scientists Compete for European Grants       ",
"
      Surviving as a Postdoc      ","
  
      Australian postdoc Charmaine Tam shares tips on how to make it through this early phase of a research career  
"
"
      Follow the BRICK Road of Research Progress      ",
"
      Plodding Progress for Women, Minorities in Science       ",
"
      A Videocast on Industry Interviews—from NIH      ",
"
      The Complexity of Gender Differences in Choosing STEM       ",
"
      Live From D.C., It's High-Skill Immigration Reform!      ","
  
      Recent political pronouncements would be laughable if they weren't potentially so harmful.  
"
"
      NSF Announces Sequestration Plans      ",
"
      Gaining Independence      ","
  
      Achieving independence as a researcher is a balancing act, requiring planning, on-the-job training, and diplomacy  
"
"
      Success Factors in Transformative Research      ","
  
      One of the last sessions at the 2013 AAAS Annual Meeting looked at transformative research and the factors that facilitate it—or don't  
"
"
      The Romance of Science      ",
"
      Advancing science in India      ","
  
      India is pushing science forward with nationwide initiatives, offering new career opportunities for scientists around the world.  
"
"
      Regrettable Resumes, Part 2      ","
  
      Our columnist continues to explore the craggy, often arbitrarily boldface landscape of the scientific resume.  
"
"
      Job Search Tips from Hiring Managers      ",
"
      Seek Quality, Not Quantity, Experts Say      ",
"
      Improving the Pipeline Into Science for Minorities      ",
How to keep a lab notebook,
Grad student unions dealt blow as proposed new rule says students aren’t ‘employees’,
What do we know about Ph.D. scientists’ career paths?,
Three lessons from industry that I’m taking back to academia,
"
      Revisiting ACS's ""Improving Graduate Education"" Report      ",
"
      Dispelling Myths About Science Communication       ",
"
      A New NSF Competition for Improving Graduate Education      ",
"
      Panel to NIH: Do More to Reform Biomedical Training      ","
  
      A panel of workforce experts at the 2013 AAAS Annual Meeting urged NIH to be more aggressive in fixing biomedical workforce training.  
"
"
      The Social Responsibilities of Scientists      ",
"
      The Law of Reciprocity      ","
  
      In almost every work environment the ability to influence others is an essential job skill.  
"
"
      Tips for Successful International Collaborations      ","
  
      Setting up successful international collaborations is about leveling the field, especially when working with partners in developing countries.  
"
"
      Changes at Science Careers      ",
"
      House Committee Debates High-Skill Immigration      ",
"
      Love in the Lab      ",
"
      A Global Glut?      ",
"
      Freedom Isn't Free      ",
"
      Better Learning Through Chemistry?      ","
  
      The American Chemical Society boldly and insightfully examines what's wrong with graduate education—and how to fix it.  
"
"
      Five steps to a successful sabbatical      ","
  
      Reconfiguring a professional and personal life takes serious planning. Here are five pointers from professors with recent sabbatical experience.  
"
"
      Regrettable Resumes      ","
  
      Charged with perusing applications for an open scientist job, our columnist lowers his standards.  
"
"
      Chemistry Society Looks to Shake Up Training      ",
"
      Is NSF's 'Product' Category a Finished Product?      ",
"
      Questions to Set Your Sails By (Part 2)      ","
  
      Answering these six questions can help you choose your career path without having to make major course corrections.  
"
"
      My Boss With Stephen Hawking Disease      ","
  
      A protégé pays tribute to the humanity and resilience of immunologist Alan Houghton  
"
"
      Science on the Fast Track      ",
"
      Bordering on Confusion      ","
  
      High-skill immigration reform is more complicated and contentious than it looks, an expert conference shows.  
"
"
      Science Careers 2012: The Year's Best Stories      ",
"
      Science's breakthrough of 2012      ","
  
      Breakthrough of the Year: Seekers of the Higgs Boson  
"
"
      Person of the Year: Paula Stephan      ","
  
      The labor economist has worked for years behind the scenes, but this year she went public  
"
"
      Big Hopes, Small Changes for Biomedical Training      ",
How to keep a lab notebook,
Grad student unions dealt blow as proposed new rule says students aren’t ‘employees’,
What do we know about Ph.D. scientists’ career paths?,
Three lessons from industry that I’m taking back to academia,
"
      Gauging Graduates' Gloom      ",
"
      A Career for Two, With Empathy      ",
"
      America's Real Jobs Gap      ","
  
      A new book diagnoses America's so-called skills gap and tells how it can easily be fixed.  
"
"
      Neurodegenerative and neuropsychiatric disorders research: A cerebral career choice      ","
  
      The need for new treatments and a better understanding of brain disorders offer researchers an abundance of career opportunities.  
"
"
      Getting your Research Published      ","
  
      Proficiently publishing scientific articles is among the attributes that determine academic success  
"
"
      Big Pharma Ramps Up Postdoc Programs      ",
"
      The Audacity of Graduate School      ","
  
      The overworked grad student seems to embody the most pointless aspects of graduate school.  
"
"
      Focus on China: A tale of two cities      ","
  
      Beijing and Shanghai are two cities at the forefront of Chinese science, offering scientists ample career opportunities.  
"
"
      Documenting Exposure for Disease Prevention      ",
"
      So You Think You Have Skills      ",
"
      What’s Your Question?      ","
  
      Never mind answering questions—what questions should you ask at a job interview?  
"
"
      Annual Top Employers Survey: Stability in the face of change      ","
  
      Biopharmas that have fared well despite global economic turmoil have done so using various strategies—and by valuing and respecting the scientists who work for them.  
"
"
      Introduction: Communications Tech in the Lab      ",
"
      Must a Paper Trail Be Paper?      ",
"
      YouTube at the Bench      ",
"
      Finding balance: The professor/entrepreneur      ","
  
      For academics who recognize that their discovery or innovation can be commercialized, it is key to find avenues to balance professorial and entrepreneurial activities.  
"
"
      Editorial: Planning Career Paths for Ph.D.s      ","
  
      By turning introspection into a structured exercise, myIDP allows science trainees to translate a vague source of anxiety into a working plan.  
"
"
      Rethinking the Ph.D.      ","
  
      Overlong and insufficiently focused on available careers, traditional Ph.D. programs clearly need reform: What changes make sense?  
"
"
      You Need a Game Plan      ","
  
      Introducing myIDP, the first comprehensive, online tool to help you choose and pursue a science career.  
"
"
      Spotlight on Diversity      ",
"
      Helping Paralympians Go for Gold      ",
"
      Is Science Cool? No.      ","
  
      As the wider world celebrates science's renewed coolness, our columnist stubbornly questions the world's right to decide.  
"
"
      Perspective: On Motivation      ",
"
      The postdoc experience: High expectations, grounded in reality      ","
  
      Respondents to this year's Annual Postdoc Survey share their advice for staying competitive in today's job market.  
"
"
      Careers in Fast-Forward      ",
How to keep a lab notebook,
Grad student unions dealt blow as proposed new rule says students aren’t ‘employees’,
What do we know about Ph.D. scientists’ career paths?,
Three lessons from industry that I’m taking back to academia,
"
      Athena in Mentor's Clothing      ",
"
      Money, Money, Money: Optimizing Your Situation in the Job Market      ","
  
      What is behind most of the major decisions that we make in both our personal and business lives? Money!  
"
"
      U.K. Sends Students to Camp Getta-Job      ",
"
      GrantDoctor: Funding forestry research and going to graduate school.      ",
"
      A Pinch of This, a Dash of That--Ingredients for Good Mentoring      ",
"
      Fellows Find Ideas and Inspiration in Brussels      ",
"
      For Scientists in Europe, Designing Games Is More Than Just Child's Play      ",
"
      Tooling Up Book Club: The Ph.D. Process      ","
  
      Introducing The Ph.D. Process: A Student's Guide to Graduate School in the Sciences  
"
"
      GrantDoctor: Looking for Funds for My Backpack Research!      ",
"
      WOMEN IN SCIENCE: EU Confronts the Gender Gap      ",
"
      Becoming a Career Counselor      ",
"
      Survey Says: Graduate Students Don't Approve      ",
"
      How to Hire Your First Lab Tech      ","
  
      How does a junior faculty member provide incentives to the right kind of lab technician?  
"
"
      Drafting a Business Plan: Part XVII of ""Learnin's From My MBA"" Series      ",
"
      The Spy Deals With the Family      ",
"
      Margaret Geller: Battling Discrimination or Bureaucracy?      ",
"
      MIT as 'Intractable Enemy'      ",
"
      INTERNATIONAL COLLABORATION: University of Cambridge to Team Up With MIT      ",
"
      A Week in the Life of a Headhunter, Part 2      ","
  
      Through this two-part series, you will get an exposure to the wild ups and downs that you will be exposed to in your quest to find a permanent position  
"
"
      Tenured Women Battle to Make It Less Lonely at the Top      ",
"
      From MIT, a Primer on Boosting Women's Status      ",
"
      Underfunded? Someone Out There Is Listening      ",
"
      Learning How to Teach: How to Do It and Why You Want to      ",
"
      Grad School Survey: Organizers Postpone Department Rankings      ",
"
      PhDs.org Survey Results are In      ",
How to keep a lab notebook,
Grad student unions dealt blow as proposed new rule says students aren’t ‘employees’,
What do we know about Ph.D. scientists’ career paths?,
Three lessons from industry that I’m taking back to academia,
